Year,T
2013,16.73
2013,10.06
2013,10.2
2013,13.97
2013,8.91
2013,8.2
2013,6.06
2013,9
2013,6.53
2013,4.92
2013,10.35
2013,13.82
2013,8.57
2013,7.32
2013,11.66
2013,3.34
2013,4.13
2013,9.69
2013,10.08
2013,7.06
2013,6.05
2013,5.61
2013,4.51
2013,3.95
2013,10.29
2013,17.2
2013,8.24
2013,6.2
2013,11.09
2013,13
2013,17.43
2013,9.09
2013,6.41
2013,9.71
2013,11.31
2013,14.38
2013,17.23
2013,18.71
2013,17.82
2013,14.17
2013,12.67
2013,12.49
2013,14.5
2013,12.55
2013,11.26
2013,6.28
2013,4.45
2013,5.57
2013,11.08
2013,15.51
2013,17.26
2013,19.32
2013,17.33
2013,17.61
2013,15.97
2013,9.03
2013,7.24
2013,12.13
2013,17.29
2013,19.2
2013,21.17
2013,22.34
2013,9.23
2013,9.43
2013,14.47
2013,17.23
2013,19.74
2013,22.9
2013,24.05
2013,24
2013,13.35
2013,9.78
2013,12.95
2013,14.69
2013,18.37
2013,14.03
2013,9.37
2013,15.09
2013,19.6
2013,20.26
2013,19.65
2013,22.8
2013,22.57
2013,22.67
2013,11.81
2013,12.25
2013,14.47
2013,13.77
2013,18.05
2013,21.41
2013,22.48
2013,20.72
2013,21.13
2013,20.62
2013,19.36
2013,21.73
2013,23.46
2013,21.63
2013,23.29
2013,25.9
2013,25.94
2013,26.45
2013,27.1
2013,22.46
2013,21.13
2013,23.75
2013,23.66
2013,23.4
2013,24.36
2013,25.24
2013,25.85
2013,24.46
2013,26.77
2013,28.42
2013,26.36
2013,22.88
2013,23.77
2013,26.66
2013,26.88
2013,22.26
2013,22.46
2013,24.51
2013,25.75
2013,27.64
2013,28.38
2013,28.9
2013,30.01
2013,29.73
2013,28.44
2013,29.53
2013,27.72
2013,25.5
2013,27.47
2013,29.31
2013,29.59
2013,29.88
2013,29.87
2013,30.06
2013,30.91
2013,31.19
2013,31.89
2013,32.24
2013,31.48
2013,28.59
2013,25.93
