Year,T
2010,13.13
2010,14.48
2010,16.82
2010,17.87
2010,17.64
2010,18.52
2010,19.86
2010,20.7
2010,20.4
2010,19.5
2010,20.18
2010,19.12
2010,18.86
2010,19.57
2010,20.86
2010,24.5
2010,21.92
2010,19.79
2010,22.08
2010,18.51
2010,19.4
2010,22.21
2010,25.67
2010,26.19
2010,24.23
2010,24.17
2010,23.09
2010,24.55
2010,23.97
2010,26.61
2010,24.99
2010,23.9
2010,25.91
2010,27.06
2010,25.92
2010,25.52
2010,24.32
2010,23.06
2010,25.47
2010,25.36
2010,24.28
2010,25.78
2010,26.79
2010,27.27
2010,27.37
2010,27.68
2010,27.21
2010,26.75
2010,27.97
2010,27.87
2010,29.61
2010,29.93
2010,28.83
2010,28.57
2010,28.47
2010,26.47
2010,24.15
2010,26.75
2010,27.98
2010,28.07
2010,27.12
2010,26.38
2010,27.2
2010,27.99
2010,28.79
2010,29.04
2010,29.19
2010,29.38
2010,29.08
2010,30
2010,30.03
2010,30.31
2010,30.56
2010,30.77
2010,30.97
2010,30.9
2010,30.01
2010,28.57
2010,29.29
2010,29.09
2010,30.25
2010,28.98
2010,28.56
2010,26.54
2010,25.86
2010,26.44
2010,27.07
2010,28.08
2010,28.79
2010,28.36
2010,26.79
2010,26.61
2010,28.07
2010,27.9
2010,27.84
2010,28.36
2010,28.45
2010,28.77
2010,28.98
2010,29.32
2010,28.81
2010,28.12
2010,27.79
2010,28.49
2010,27.83
2010,27.94
2010,28.87
2010,27.86
2010,28.66
2010,28.03
2010,26.67
2010,26.9
2010,27.99
2010,28.36
2010,28.29
2010,28.6
2010,29.28
2010,29.66
2010,29.77
2010,30.01
2010,30
2010,29.4
2010,29.53
2010,30.3
2010,30.89
2010,30.57
2010,29.72
2010,30.36
2010,30.65
2010,30.85
2010,30.97
2010,30.6
2010,30.71
2010,28.8
2010,29.82
2010,29.95
2010,30.81
2010,31.2
2010,30.76
2010,30.25
2010,28.95
2010,28.59
2010,29.56
2010,30.22
2010,29.23
2010,28.68
2010,28.53
2010,28.24
2010,28.01
2010,26.65
2010,27.16
2010,27.56
2010,26.68
2010,27.47
2010,27.67
2010,28.31
2010,28.83
2010,28.63
2010,28.47
2010,28.01
2010,27.42
2010,27.42
2010,27.46
2010,25.82
2010,25.85
2010,25.71
2010,25.85
2010,26.68
2010,27.41
2010,27.71
2010,27.47
2010,25.68
2010,20.25
2010,20.84
2010,23.18
2010,23.6
2010,23.5
2010,20.97
2010,19.63
2010,17.12
2010,17.98
2010,19.51
2010,20.74
2010,20.16
2010,20.77
2010,22.41
2010,24.22
2010,24.02
2010,21.9
2010,19.73
2010,19.46
2010,19.87
2010,21.49
2010,23.45
2010,23.44
